audio_file,ground_truth_speakers,num_speakers,accuracy
mix_2_speakers_001.wav,Oona_Chaplin|Philip_Glenister,2,1.0
mix_2_speakers_002.wav,Pat_Monahan|Violante_Placido,2,1.0
mix_2_speakers_003.wav,Blair_Underwood|Riley_Smith,2,1.0
mix_2_speakers_004.wav,Missi_Pyle|Violante_Placido,2,1.0
mix_2_speakers_005.wav,Nick_Thune|Taylor_Momsen,2,1.0
mix_2_speakers_006.wav,Blair_Underwood|Robbie_Amell,2,1.0
mix_2_speakers_007.wav,Taylor_Kitsch|Noel_Clarke,2,1.0
mix_2_speakers_008.wav,Smokey_Robinson|Shonda_Rhimes,2,1.0
mix_2_speakers_009.wav,Joel_Edgerton|Heidi_Montag,2,1.0
mix_2_speakers_010.wav,Jim_Caviezel|James_Badge_Dale,2,1.0
mix_2_speakers_011.wav,Tom_Arnold|Bob_Barker,2,1.0
mix_2_speakers_012.wav,Adam_Brody|Dylan_Moran,2,1.0
mix_2_speakers_013.wav,Cassandra_Peterson|Om_Puri,2,1.0
mix_2_speakers_014.wav,Joanna_Krupa|Carrie_Underwood,2,1.0
mix_2_speakers_015.wav,A.J._Buckley|Paul_Wesley,2,1.0
mix_2_speakers_016.wav,Paolo_Sorrentino|Janeane_Garofalo,2,1.0
mix_2_speakers_017.wav,Peter_Jacobson|Ken_Marino,2,1.0
mix_2_speakers_018.wav,Dyan_Cannon|Tyler_Hoechlin,2,1.0
mix_2_speakers_019.wav,Alan_Alda|Derek_Theler,2,1.0
mix_2_speakers_020.wav,Kenton_Duty|Maria_Bamford,2,1.0
mix_2_speakers_021.wav,Rue_McClanahan|John_Lloyd_Young,2,1.0
mix_2_speakers_022.wav,Matt_Smith|Linda_Lavin,2,1.0
mix_2_speakers_023.wav,Michelle_Dockery|Tamsin_Greig,2,1.0
mix_2_speakers_024.wav,Linda_Lavin|Clive_Owen,2,1.0
mix_2_speakers_025.wav,Bingbing_Li|Tom_Hiddleston,2,1.0
mix_2_speakers_026.wav,Geena_Davis|Caity_Lotz,2,1.0
mix_2_speakers_027.wav,Grant_Bowler|Jack_Coleman,2,1.0
mix_2_speakers_028.wav,Scott_Speedman|Harry_Shum_Jr.,2,1.0
mix_2_speakers_029.wav,Patrick_Swayze|Jasmine_Guy,2,1.0
mix_2_speakers_030.wav,James_Marsden|Troye_Sivan,2,1.0
mix_2_speakers_031.wav,Luke_Newberry|Deidre_Hall,2,1.0
mix_2_speakers_032.wav,Mario_Lopez|Marie_Osmond,2,1.0
mix_2_speakers_033.wav,Jim_Sturgess|Shahid_Kapoor,2,1.0
mix_2_speakers_034.wav,Cliff_Curtis|Dylan_Moran,2,1.0
mix_2_speakers_035.wav,Julie_Gonzalo|Kristen_Schaal,2,1.0
mix_2_speakers_036.wav,Jesse_Metcalfe|Finola_Hughes,2,1.0
mix_2_speakers_037.wav,Kelli_Giddish|Sam_Palladio,2,1.0
mix_2_speakers_038.wav,Matthew_Morrison|Cher,2,1.0
mix_2_speakers_039.wav,Nina_Hoss|Brad_Paisley,2,1.0
mix_2_speakers_040.wav,Sophie_Okonedo|Greta_Gerwig,2,1.0
mix_2_speakers_041.wav,Brenda_Blethyn|Laura_Carmichael,2,1.0
mix_2_speakers_042.wav,James_Badge_Dale|NeNe_Leakes,2,1.0
mix_2_speakers_043.wav,Robbie_Amell|Hans_Zimmer,2,1.0
mix_2_speakers_044.wav,January_Jones|Stephen_Baldwin,2,1.0
mix_2_speakers_045.wav,Kevin_Clash|James_Badge_Dale,2,1.0
mix_2_speakers_046.wav,Burt_Reynolds|Avan_Jogia,2,1.0
mix_2_speakers_047.wav,Peter_Jacobson|Danny_Dyer,2,1.0
mix_2_speakers_048.wav,Ana_Gasteyer|Nick_Thune,2,1.0
mix_2_speakers_049.wav,Stanley_Tucci|Josh_Groban,2,1.0
mix_2_speakers_050.wav,Matthew_Morrison|Tristan_Wilds,2,1.0
mix_3_speakers_001.wav,Greg_Finley|Nathan_Fillion|Derek_Mears,3,1.0
mix_3_speakers_002.wav,Robert_Davi|Marisa_Miller|Ruby_Dee,3,1.0
mix_3_speakers_003.wav,Mario_Lopez|Carrie_Underwood|Josh_Groban,3,1.0
mix_3_speakers_004.wav,Sean_Kanan|Joel_Edgerton|Silas_Weir_Mitchell,3,1.0
mix_3_speakers_005.wav,Heidi_Montag|Greg_Finley|Brad_Paisley,3,1.0
mix_3_speakers_006.wav,Rue_McClanahan|Sam_Raimi|Samira_Wiley,3,1.0
mix_3_speakers_007.wav,Kimberly_Elise|Kelli_Giddish|Stephen_Fry,3,1.0
mix_3_speakers_008.wav,Olivia_Holt|Xavier_Samuel|Reece_Ritchie,3,1.0
mix_3_speakers_009.wav,Derek_Mears|Kate_Mulgrew|Martin_Henderson,3,1.0
mix_3_speakers_010.wav,Shonda_Rhimes|Sheridan_Smith|Sarah_Palin,3,1.0
mix_3_speakers_011.wav,A.J._Buckley|Hilarie_Burton|Jack_Griffo,3,1.0
mix_3_speakers_012.wav,Loretta_Swit|Gugu_Mbatha-Raw|Carrie_Underwood,3,1.0
mix_3_speakers_013.wav,Naseeruddin_Shah|Megan_Fox|John_Carroll_Lynch,3,1.0
mix_3_speakers_014.wav,Todd_Lasance|Tamsin_Greig|Tom_Arnold,3,1.0
mix_3_speakers_015.wav,Zachary_Gordon|Diogo_Morgado|Kristen_Schaal,3,1.0
mix_3_speakers_016.wav,Spencer_Boldman|Ryan_Potter|Robbie_Amell,3,1.0
mix_3_speakers_017.wav,Tavi_Gevinson|John_Hawkes|Burt_Reynolds,3,1.0
mix_3_speakers_018.wav,Sheridan_Smith|Patrick_Wilson|Matt_Smith,3,1.0
mix_3_speakers_019.wav,Sophie_Okonedo|Dermot_Mulroney|Peter_Berg,3,1.0
mix_3_speakers_020.wav,Kristian_Alfonso|Rene_Auberjonois|Christina_Hendricks,3,1.0
mix_3_speakers_021.wav,Charles_S._Dutton|Natalia_Tena|Michael_Shannon,3,1.0
mix_3_speakers_022.wav,Heidi_Montag|Mark_Sheppard|Janina_Gavankar,3,1.0
mix_3_speakers_023.wav,Spencer_Boldman|Meredith_Baxter|Fanny_Ardant,3,1.0
mix_3_speakers_024.wav,Mario_Lopez|Kal_Penn|Callan_McAuliffe,3,1.0
mix_3_speakers_025.wav,Misha_Collins|Richard_Dean_Anderson|Ingrid_Bergman,3,1.0
mix_3_speakers_026.wav,Rhys_Darby|Ingrid_Bergman|Katee_Sackhoff,3,1.0
mix_3_speakers_027.wav,Teala_Dunn|Harry_Connick_Jr.|Gwendoline_Christie,3,1.0
mix_3_speakers_028.wav,Reid_Scott|David_Oyelowo|Carolyn_Hennesy,3,1.0
mix_3_speakers_029.wav,Sam_Palladio|Richard_Dean_Anderson|Agyness_Deyn,3,1.0
mix_3_speakers_030.wav,Ruth_Jones|Diogo_Morgado|Shahid_Kapoor,3,1.0
mix_3_speakers_031.wav,Cher|Michael_Cera|Richard_E._Grant,3,1.0
mix_3_speakers_032.wav,Mya|Charles_S._Dutton|Dyan_Cannon,3,1.0
mix_3_speakers_033.wav,Kiefer_Sutherland|Ashley_Jensen|Greta_Gerwig,3,1.0
mix_3_speakers_034.wav,Finola_Hughes|Shonda_Rhimes|Jack_Griffo,3,1.0
mix_3_speakers_035.wav,Ruth_Jones|Jacqueline_MacInnes_Wood|John_Turturro,3,1.0
mix_3_speakers_036.wav,Aidan_Turner|Olivia_Holt|Matt_Smith,3,1.0
mix_3_speakers_037.wav,Michael_Shannon|Michael_Weatherly|Peter_Berg,3,1.0
mix_3_speakers_038.wav,Hilarie_Burton|Harvey_Keitel|Ken_Marino,3,1.0
mix_3_speakers_039.wav,Sam_Palladio|Noel_Clarke|Mamie_Gummer,3,1.0
mix_3_speakers_040.wav,B.J._Novak|Nick_Kroll|Daniel_Tosh,3,1.0
mix_3_speakers_041.wav,Tyler_Blackburn|Glenn_Close|Giuliana_Rancic,3,1.0
mix_3_speakers_042.wav,Ana_Gasteyer|Casey_Wilson|Rue_McClanahan,3,1.0
mix_3_speakers_043.wav,Patrick_Dempsey|Olivia_Colman|Jared_Harris,3,1.0
mix_3_speakers_044.wav,Rose_McIver|Richard_E._Grant|John_Larroquette,3,1.0
mix_3_speakers_045.wav,Matthew_Modine|Julia_Louis-Dreyfus|Melissa_McCarthy,3,1.0
mix_3_speakers_046.wav,Chris_Pine|Ginnifer_Goodwin|Reid_Scott,3,1.0
mix_3_speakers_047.wav,Silas_Weir_Mitchell|Nathalie_Emmanuel|Michelle_Stafford,3,1.0
mix_3_speakers_048.wav,Adam_Beach|Johnathon_Schaech|Stephen_Baldwin,3,1.0
mix_3_speakers_049.wav,Nick_Kroll|Philip_Glenister|Anthony_Rapp,3,1.0
mix_3_speakers_050.wav,Burt_Reynolds|Agyness_Deyn|Casey_Affleck,3,1.0
mix_4_speakers_001.wav,Fanny_Ardant|Missi_Pyle|Brad_Paisley|Tom_Arnold,4,1.0
mix_4_speakers_002.wav,Tom_Hooper|Tatiana_Maslany|Shahid_Kapoor|Seth_MacFarlane,4,1.0
mix_4_speakers_003.wav,Sheridan_Smith|Philip_Glenister|Felicity_Jones|Tristan_Wilds,4,1.0
mix_4_speakers_004.wav,Candace_Cameron_Bure|Hailee_Steinfeld|Pat_Monahan|Jill_Scott,4,1.0
mix_4_speakers_005.wav,Jeff_Daniels|Tyler_Hoechlin|Riley_Smith|Carolyn_Hennesy,4,1.0
mix_4_speakers_006.wav,Stephen_Baldwin|Caterina_Scorsone|Kim_Zolciak-Biermann|Samira_Wiley,4,1.0
mix_4_speakers_007.wav,Luc_Besson|Candace_Cameron_Bure|A.J._Buckley|Nadia_Bjorlin,4,1.0
mix_4_speakers_008.wav,Max_Irons|Mario_Lopez|Scott_Porter|Rade_Serbedzija,4,1.0
mix_4_speakers_009.wav,Johnathon_Schaech|Iwan_Rheon|Seth_MacFarlane|Todd_Lasance,4,1.0
mix_4_speakers_010.wav,Harry_Shum_Jr.|Giuliana_Rancic|Luc_Besson|Ken_Marino,4,1.0
mix_4_speakers_011.wav,Alex_Kingston|Harry_Connick_Jr.|Tamara_Taylor|Jim_Sturgess,4,1.0
mix_4_speakers_012.wav,Marc_Webb|Jasmine_Guy|Ruth_Jones|Tyler_Blackburn,4,1.0
mix_4_speakers_013.wav,Catherine_Hardwicke|Marisa_Miller|Uzo_Aduba|Lisa_Rinna,4,1.0
mix_4_speakers_014.wav,Ruth_Jones|Marc_Webb|Stephen_Fry|James_Purefoy,4,1.0
mix_4_speakers_015.wav,Marion_Cotillard|Walter_Matthau|Rene_Auberjonois|Anthony_Rapp,4,1.0
mix_4_speakers_016.wav,Noel_Clarke|Sandra_Oh|Stephen_Baldwin|Sophie_Okonedo,4,1.0
mix_4_speakers_017.wav,Spencer_Boldman|Natalia_Tena|Riley_Smith|Loan_Chabanol,4,1.0
mix_4_speakers_018.wav,James_Cosmo|Derek_Mears|Jacqueline_Emerson|Sam_Palladio,4,1.0
mix_4_speakers_019.wav,Jesse_Metcalfe|Ruta_Lee|Miles_Teller|Mario_Lopez,4,1.0
mix_4_speakers_020.wav,Michelle_Dockery|Kelli_Giddish|Joel_Kinnaman|Luke_Newberry,4,1.0
mix_4_speakers_021.wav,Greta_Gerwig|Witney_Carson|Michael_Shannon|Alex_Kingston,4,1.0
mix_4_speakers_022.wav,Greta_Gerwig|Kelli_Giddish|Ryan_McPartlin|Hilarie_Burton,4,1.0
mix_4_speakers_023.wav,Padma_Lakshmi|James_Cosmo|Naseeruddin_Shah|Iwan_Rheon,4,1.0
mix_4_speakers_024.wav,Katie_Stevens|Jon_Seda|Jasmine_Guy|Lesley_Manville,4,1.0
mix_4_speakers_025.wav,Marion_Cotillard|Zachary_Gordon|Lindsey_Morgan|Ryan_McPartlin,4,1.0
mix_4_speakers_026.wav,Jason_Segel|Moritz_Bleibtreu|Carrie_Ann_Inaba|Jessie_J,4,1.0
mix_4_speakers_027.wav,Joel_Edgerton|Casey_Wilson|Jessie_J|Josh_Brolin,4,1.0
mix_4_speakers_028.wav,Xavier_Samuel|Barbara_Hershey|Zachary_Quinto|Ryan_McPartlin,4,1.0
mix_4_speakers_029.wav,Tristan_Wilds|Richard_E._Grant|Jerry_Trainor|Sam_Palladio,4,1.0
mix_4_speakers_030.wav,Silas_Weir_Mitchell|Robbie_Amell|Joss_Whedon|John_Turturro,4,1.0
mix_4_speakers_031.wav,John_Francis_Daley|Caterina_Scorsone|Melissa_McCarthy|David_Attenborough,4,1.0
mix_4_speakers_032.wav,Richard_Dean_Anderson|Xavier_Samuel|Jacqueline_MacInnes_Wood|Andrew_Scott,4,1.0
mix_4_speakers_033.wav,Paul_Gross|Nadia_Bjorlin|Thomas_Dekker|Reid_Scott,4,1.0
mix_4_speakers_034.wav,Rade_Serbedzija|Armie_Hammer|Mya|Greg_Finley,4,1.0
mix_4_speakers_035.wav,Rhys_Darby|Ingrid_Bergman|Zachary_Quinto|Zachary_Gordon,4,1.0
mix_4_speakers_036.wav,Tim_Burton|Heidi_Montag|Raini_Rodriguez|Dave_Foley,4,1.0
mix_4_speakers_037.wav,Jared_Harris|Luc_Besson|Uzo_Aduba|Michael_Copon,4,1.0
mix_4_speakers_038.wav,Grant_Bowler|Kevin_Clash|Oona_Chaplin|Miranda_Hart,4,1.0
mix_4_speakers_039.wav,Iwan_Rheon|Ana_Gasteyer|Robert_Davi|Matt_Smith,4,1.0
mix_4_speakers_040.wav,Farrah_Abraham|Kimberly_Elise|Patrick_Wilson|Todd_Lasance,4,1.0
mix_4_speakers_041.wav,Regina_Hall|Greta_Gerwig|Max_Irons|Armie_Hammer,4,1.0
mix_4_speakers_042.wav,Geena_Davis|Jake_Johnson|Joaquim_de_Almeida|Patrick_Swayze,4,1.0
mix_4_speakers_043.wav,David_Henrie|Avan_Jogia|John_Lloyd_Young|Titus_Welliver,4,1.0
mix_4_speakers_044.wav,Freddie_Highmore|Stanley_Tucci|Michelle_Stafford|Jennifer_Beals,4,1.0
mix_4_speakers_045.wav,Sheridan_Smith|Harvey_Keitel|Silas_Weir_Mitchell|Tom_Arnold,4,1.0
mix_4_speakers_046.wav,Lisa_Rinna|Katie_Stevens|Brad_Paisley|Maria_Bamford,4,1.0
mix_4_speakers_047.wav,Taylor_Lautner|John_Francis_Daley|Finola_Hughes|Cierra_Ramirez,4,1.0
mix_4_speakers_048.wav,Greg_Finley|Kelly_Rutherford|Xavier_Samuel|Paolo_Sorrentino,4,1.0
mix_4_speakers_049.wav,Scott_Porter|Reid_Scott|Jeanine_Mason|Tom_Arnold,4,1.0
mix_4_speakers_050.wav,Miles_Teller|Jon_Seda|Anthony_Rapp|Vanessa_Hudgens,4,1.0
mix_5_speakers_001.wav,Hugh_Bonneville|Seth_MacFarlane|Jacqueline_MacInnes_Wood|Ruth_Jones|Patrick_Dempsey,5,1.0
mix_5_speakers_002.wav,Jennifer_Beals|Caroline_Rhea|Tyler_Hoechlin|Titus_Welliver|Tamala_Jones,5,1.0
mix_5_speakers_003.wav,Lesley_Manville|Michael_Weatherly|Jacqueline_MacInnes_Wood|Hailee_Steinfeld|Olivia_Holt,5,1.0
mix_5_speakers_004.wav,Ruby_Dee|NeNe_Leakes|Jerry_Trainor|Stephen_Fry|Janina_Gavankar,5,1.0
mix_5_speakers_005.wav,Candace_Cameron_Bure|Padma_Lakshmi|Patrick_Wilson|Marisa_Miller|Dermot_Mulroney,5,1.0
mix_5_speakers_006.wav,Jamie_Chung|Robbie_Amell|Tamara_Taylor|Jon_Seda|Sam_Palladio,5,1.0
mix_5_speakers_007.wav,Troye_Sivan|Olivia_Colman|Matthew_Morrison|David_Letterman|Adam_Beach,5,1.0
mix_5_speakers_008.wav,Harry_Shum_Jr.|Max_Adler|Daniel_Tosh|Jeremy_Irons|Om_Puri,5,1.0
mix_5_speakers_009.wav,Janel_Parrish|Loan_Chabanol|Kal_Penn|Kathryn_Hahn|Julia_Louis-Dreyfus,5,1.0
mix_5_speakers_010.wav,Jasmine_Guy|Daniel_Tosh|Janina_Gavankar|Rue_McClanahan|Dyan_Cannon,5,1.0
mix_5_speakers_011.wav,S._Epatha_Merkerson|Kelli_Williams|Robbie_Amell|Odeya_Rush|Ryan_Ochoa,5,1.0
mix_5_speakers_012.wav,Dave_Foley|Andrew_Scott|Nathan_Fillion|Regina_Hall|Nina_Hoss,5,1.0
mix_5_speakers_013.wav,Linda_Lavin|Jet_Li|John_Turturro|Shahid_Kapoor|Adam_Brody,5,1.0
mix_5_speakers_014.wav,Kevin_Clash|Padma_Lakshmi|Jacqueline_Fernandez|Luc_Besson|Smokey_Robinson,5,1.0
mix_5_speakers_015.wav,Hans_Zimmer|Marc_Webb|Raini_Rodriguez|Sean_Kanan|Kiefer_Sutherland,5,1.0
mix_5_speakers_016.wav,Casey_Affleck|Kirsten_Vangsness|Adam_Brody|Michelle_Stafford|Freema_Agyeman,5,1.0
